12:19:18	12:19:27
12:22:24	12:22:30
12:23:47	12:23:55
12:25:18	12:25:27
12:26:53	12:27:03
12:27:22	12:27:30
12:28:52	12:29:01
12:29:10	12:29:16
12:29:40	12:29:47
12:29:49	12:29:53
12:30:24	12:30:28
12:30:59	12:31:04
12:31:05	12:31:09
12:31:20	12:31:24
12:32:17	12:32:24
12:32:25	12:32:32
12:32:33	12:32:38
12:32:38	12:32:43
12:36:22	12:36:30
12:36:31	12:36:35
12:36:36	12:36:39
